source,target
"Thông tư 144/2011/TT-BTC Quy định bổ sung, sửa đổi và hướng dẫn Mục lục ngân sách nhà nước","Thông tư 217/2012/TT-BTC Quy định sửa đổi, bổ sung Mục lục ngân sách nhà nước"
"Thông tư 10/2012/TT-BNNPTNT Về việc ban hành Danh mục thuốc bảo vệ thực vật được phép sử dụng, hạn chế sử dụng, cấm sử dụng ở Việt Nam","Thông tư 207/2012/TT-BTC Hướng dẫn xác định giá bán thuốc lá còn chất lượng nhập lậu bị tịch thu cho doanh nghiệp thực hiện tái xuất và việc quản lý, sử dụng nguồn thu từ tái xuất thuốc lá theo Quyết định số 1112/QĐ-TTg ngày 21/8/2012 của Thủ tưởng Chính phủ."
"Thông tư 22/2012/TT-BNNPTNT Sửa đổi, bổ sung một số điều của Thông tư số 10/2012/TT-BNNPTNT ngày 22 tháng 2 năm 2012 của Bộ Nông nghiệp và Phát triển nông thôn ban hành Danh mục thuốc bảo vệ thực vật được phép sử dụng, hạn chế sử dụng, cấm sử dụng ở Việt Nam","Thông tư 207/2012/TT-BTC Hướng dẫn xác định giá bán thuốc lá còn chất lượng nhập lậu bị tịch thu cho doanh nghiệp thực hiện tái xuất và việc quản lý, sử dụng nguồn thu từ tái xuất thuốc lá theo Quyết định số 1112/QĐ-TTg ngày 21/8/2012 của Thủ tưởng Chính phủ."
"Thông tư 193/2012/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế","Thông tư 125/2013/TT-BTC Sửa đổi mức thuế suất thuế nhập khẩu ưu đãi đối với mặt hàng thuộc mã số 2836.30.00, 2916.31.00, 3302.10.90, 3824.90.70 quy định tại Biểu thuế nhập khẩu ưu đãi"
"Thông tư 193/2012/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế","Thông tư 120/2013/TT-BTC Sửa đổi, bổ sung mô tả hàng hóa của nhóm 9825 thuộc Chương 98 quy định tại Biểu thuế nhập khẩu ưu đãi ban hành kèm theo Thông tư số 193/2012/TT-BTC ngày 15/11/2012 của Bộ Tài chính"
"Thông tư 193/2012/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 79/2013/TT-BTC Sửa đổi mức thuế suất nhập khẩu ưu đãi đối với một số mặt hàng thuộc nhóm 17.02 tại Biểu thuế nhập khẩu ưu đãi
"Thông tư 193/2012/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 71/2013/TT-BTC Sửa đổi mức thuế suất thuế xuất khẩu đối với mặt hàng than thuộc nhóm 27.01 và 27.04 tại Biểu thuế xuất khẩu
"Thông tư 193/2012/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế","Thông tư 38/2013/TT-BTC Sửa đổi mức thuế suất thuế nhập khẩu ưu đãi đối với một số mặt hàng thuộc nhóm 39.03, 54.02, 59.02, 72.17 tại Biểu thuế nhập khẩu ưu đãi"
"Thông tư 193/2012/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 12/2013/TT-BTC Sửa đổi mức thuế suất thuế nhập khẩu ưu đãi mặt hàng dây thép không hợp kim thuộc mã số 7217.10.39 tại Biểu thuế nhập khẩu ưu đãi
"Thông tư 193/2012/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế","Thông tư 157/2013/TT-BTC Sửa đổi mức thuế suất thuế xuất khẩu mặt hàng cao su thuộc nhóm 40.01, 40.02, 40.05 quy định tại Biểu thuế xuất khẩu ban hành kèm theo Thông tư 193/2012/TT-BTC ngày 15/11/2012"
"Thông tư 193/2012/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 44/2013/TT-BTC Sửa đổi thuế suất thuế xuất khẩu đối với một số mặt hàng khoáng sản trong Biểu thuế xuất khẩu
"Thông tư 236/2009/TT-BTC Hướng dẫn chế độ thu, nộp, quản lý và sử dụng phí và lệ phí lãnh sự áp dụng tại các Cơ quan đại diện ngoại giao, Cơ quan đại diện lãnh sự Việt Nam ở nước ngoài","Thông tư 189/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 236/2009/TT-BTC ngày 15/12/2009 của Bộ Tài chính hướng dẫn chế độ thu, nộp, quản lý và sử dụng phí và lệ phí lãnh sự áp dụng tại các Cơ quan đại diện ngoại giao, Cơ quan đại diện lãnh sự Việt Nam ở nước ngoài"
Quyết định 30/2008/QĐ-BTC Về việc ban hành tờ khai trị giá tính thuế hàng hóa nhập khẩu và hướng dẫn khai báo,"Thông tư 182/2012/TT-BTC Sửa đổi, bổ sung điểm 1, mục I hướng dẫn khai báo trị giá tính thuế trên tờ khai trị giá ban hành kèm theo Quyết định số 30/2008/QĐ BTC ngày 21 tháng 5 năm 2008 của Bộ trưởng Bộ Tài chính"
Thông tư 143/2007/TT-BTC Hướng dẫn thực hiện Nghị định số 196/2004/NĐ-CP ngày 02/12/2004 của Chính phủ quy định chi tiết thi hành Pháp lệnh Dự trữ quốc gia,"Thông tư 181/2012/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 143/2007/TT-BTC ngày 03/12/2007 hướng dẫn thực hiện Nghị định số 196/2004/NĐ-CP ngày 02/12/2004 của Chính phủ quy định chi tiết thi hành Pháp lệnh Dự trữ quốc gia"
"Thông tư 57/2005/TT-BTC Hướng dẫn quản lý, sử dụng và quyết toán kinh phí do ngân sách nhà nước hỗ trợ đối với các tổ chức cung ứng lao động được chỉ định thực hiện nhiệm vụ quản lý người lao động Việt Namlàm việc cho các tổ chức, cá nhân nước ngoài tại Việt Nam","Thông tư 171/2012/TT-BTC Sửa đổi, bổ sung môt số nội dung của Thông tư số 57/2005/TT-BTC ngày 15/7/2005 của Bộ Tài chính hướng dẫn quản lý, sử dụng và quyết toán kinh phí ngân sách nhà nước hỗ trợ đốỉ với các tổ chức cung ứng lao động được chỉ định thực hiện nhiệm vụ quản lý người lao động Việt Nam làm việc cho cảc tổ chức, cá nhân nước ngoài tại Việt Nam"
"Thông tư 66/2006/TT-BTC Hướng dẫn thực hiện Nghị định số 88/2005/NĐ-CP ngày 11/7/2005 của Chính phủ về chế độ tài chính hỗ trợ các sáng lập viên hợp tác xã chuẩn bị thành lập, các đối tượng đào tạo, bồi dưỡng của hợp tác xã","Thông tư 173/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 66/2006/TT-BTC ngày 17/7/2006 của Bộ Tài chính hướng dẫn cơ chế tài chính hỗ trợ các sáng lập viên hợp tác xã chuẩn bị thành lập, các đối tượng đào tạo, bồi dưỡng của hợp tác xã"
"Thông tư 157/2011/TT-BTC Quy định mức thuế suất của Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo Danh mục mặt hàng chịu thuế",Thông tư 170/2012/TT-BTC Sửa đổi mức thuế suất thuế nhập khẩu ưu đãi đối với các mặt hàng thuộc mã số 3909.10.10 và mã số 3909.20.10 tại Biểu thuế nhập khẩu ưu đãi
"Thông tư 103/2010/TT-BTC Sửa đổi, bổ sung Thông tư số 141/2009/TT-BTC ngày 13/7/2009 của Bộ Tài chính quy định chế độ tài chính thực hiện Đề án “Đào tạo, bồi dưỡng cán bộ lãnh đạo, quản lý ở nước ngoài bằng ngân sách Nhà nước”","Thông tư 168/2012/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 103/2010/TT-BTC ngày 19/7/2010 của Bộ Tài chính về sửa đổi, bổ sung Thông tư số 141/2009/TT- BTC ngày 13/7/2009 của Bộ Tài chính quy định chế độ tài chính thực hiện Đề án ""Đào tạo, bồi dưỡng cán bộ lãnh đạo, quản lý ở nước ngoài bằng ngân sách nhà nước"""
"Thông tư 157/2011/TT-BTC Quy định mức thuế suất của Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo Danh mục mặt hàng chịu thuế",Thông tư 169/2012/TT-BTC Sửa đổi mức thuế suất thuế xuất khẩu đối với mặt hàng than thuộc nhóm 27.10 tại Biểu thuế xuất khẩu.
Thông tư 226/2010/TT-BTC Quy định chỉ tiêu an toàn tài chính và biện pháp xử lý đối với các tổ chức kinh doanh chứng khoán không đáp ứng chỉ tiêu an toàn tài chính,"Thông tư 165/2012/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 226/2010/TT-BTC ngày 31 tháng 12 năm 2010 của Bộ Tài chính quy định chỉ tiêu an toàn tài chính và biện pháp xử lý đối với các tổ chức kinh doanh chứng khoán không đáp ứng chỉ tiêu an toàn tài chính."
Thông tư 152/2011/TT-BTC Hướng dẫn thi hành Nghị định số 67/2011/NĐ-CP ngày 08 tháng 8 năm 2011 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật Thuế bảo vệ môi trường,"Thông tư 159/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 152/2011/TT-BTC ngày 11/11/2011 hướng dẫn thi hành Nghị định số 67/2011/NĐ-CP ngày 08/08/2011 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật thuế bảo vệ môi trường"
"Thông tư 103/2009/TT-BTC Quy định việc quản lý, sử dụng, thanh toán và quyết toán quỹ bảo hiểm xe cơ giới","Thông tư 151/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 126/2008/TT-BTC ngày 22/12/2008 của Bộ Tài chính quy định Quy tắc, điều khoản, biểu phí và mức trách nhiệm bảo hiếm bắt buộc trách nhiệm dân sự của chủ xe cơ giới và Thông tư số 103/2009/TT-BTC ngày 25/5/2009 của Bộ Tài chính quy định việc quản lý, sử dụng, thanh toán và quyết toán Quỹ bảo hiểm xe cơ giới"
"Thông tư 126/2008/TT-BTC Quy định Quy tắc, điều khoản, biểu phí và mức trách nhiệm bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới","Thông tư 151/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 126/2008/TT-BTC ngày 22/12/2008 của Bộ Tài chính quy định Quy tắc, điều khoản, biểu phí và mức trách nhiệm bảo hiếm bắt buộc trách nhiệm dân sự của chủ xe cơ giới và Thông tư số 103/2009/TT-BTC ngày 25/5/2009 của Bộ Tài chính quy định việc quản lý, sử dụng, thanh toán và quyết toán Quỹ bảo hiểm xe cơ giới"
"Thông tư 151/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 126/2008/TT-BTC ngày 22/12/2008 của Bộ Tài chính quy định Quy tắc, điều khoản, biểu phí và mức trách nhiệm bảo hiếm bắt buộc trách nhiệm dân sự của chủ xe cơ giới và Thông tư số 103/2009/TT-BTC ngày 25/5/2009 của Bộ Tài chính quy định việc quản lý, sử dụng, thanh toán và quyết toán Quỹ bảo hiểm xe cơ giới","Thông tư 43/2014/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 126/2008/TT-BTC ngày 22/12/2008 của Bộ Tài chính quy định Quy tắc, điều khoản, biểu phí và mức trách nhiệm bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới, Thông tư số 103/2009/TT-BTC ngày 25/5/2009 của Bộ Tài chính quy định việc quản lý, sử dụng, thanh toán và quyết toán Quỹ bảo hiểm xe cơ giới và Thông tư số 151/2012/TT-BTC ngày 12/9/2012 sửa đổi, bổ sung Thông tư số 126/2008/TT-BTC và Thông tư số 103/2009/TT-BTC"
"Thông tư 15/2011/TT-BTC Hướng dẫn thành lập, tổ chức, hoạt động, quản lý và sử dụng Quỹ phát triển khoa học và công nghệ của doanh nghiệp","Thông tư 105/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 15/2011/TT-BTC ngày 09/02/2011 của Bộ Tàỉ chính hướng dẫn thành lập, tổ chức, hoạt động, quản lý và sử dụng Quỹ phát triển khoa học và công nghệ của doanh nghiệp."
"Thông tư 104/2012/TT-BTC Về việc qui định lãi suất cho vay tín dụng đầu tư, tín dụng xuất khẩu của Nhà nước và mức chênh lệch lãi suất được tính hỗ trợ sau đầu tư","Thông tư 09/2013/TT-BTC Sửa đổi quy định mức lãi suất cho vay tín dụng đầu tư, tín dụng xuất khẩu của Nhà nước và mức chênh lệch lãi suất được tính hỗ trợ sau đầu tư do Bộ trưởng Bộ Tài chính ban hành"
"Thông tư 15/2012/TT-BTC Ban hành mẫu tờ khai hàng hoá xuất khẩu, nhập khẩu","Thông tư 51/2012/TT-BTC Điều chỉnh hiệu lực thi hành của Thông tư số 15/2012/TT-BTC ngày 08/02/2012 của Bộ Tài chính và ban hành mẫu tờ khai hàng hóa xuất khẩu, nhập khẩu"
Thông tư 77/2008/TT-BTC Hướng dẫn thi hành một số biện pháp xử lý nợ đọng thuế,"Thông tư 24/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 77/2008/TT-BTC ngày 15/9/2008 hướng dẫn thi hành một số biện pháp xử lý nợ đọng thuế"
"Thông tư 06/2012/TT-BTC Hướng dẫn thi hành một số điều của Luật Thuế giá trị gia tăng, hướng dẫn thi hành Nghị định số 123/2008/NĐ-CP ngày 08/12/2008 và Nghị định số 121/2011/NĐ-CP ngày 27/12/2011 của Chính phủ","Thông tư 65/2013/TT-BTC Sửa đổi, bổ sung thông tư số 06/2012/TT-BTC ngày 11/01/2012 của Bộ Tài chính hướng dẫn thi hành một số điều của Luật Thuế giá trị gia tăng, hướng dẫn thi hành nghị định số 123/2008/NĐ-CP ngày 08/12/2008 và Nghị định số 121/2011/NĐ-CP ngày 27/12/2011 của Chính phủ"
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 114/2012/TT-BTC Sửa đổi mức thuế suất thuế xuất khẩu đối với mặt hàng dừa quả thuộc nhóm 0801 trong Biểu thuế xuất khẩu
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 170/2012/TT-BTC Sửa đổi mức thuế suất thuế nhập khẩu ưu đãi đối với các mặt hàng thuộc mã số 3909.10.10 và mã số 3909.20.10 tại Biểu thuế nhập khẩu ưu đãi
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 154/2012/TT-BTC Sửa đổi mức thuế suất thuế nhập khẩu ưu đãi đối với các mặt hàng thuộc nhóm 2815.11.00 và nhóm 2842.10.00 tại Biểu thuế nhập khẩu ưu đãi
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 89/2012/TT-BTC Sửa đổi mức thuế suất thuế nhập khẩu ưu đãi đối với mặt hàng than cốc và than nửa cốc thuộc nhóm 2704 trong Biểu thuế nhập khẩu ưu đãi
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 82/2012/TT-BTC Hướng dẫn thuế nhập khẩu ưu đãi đặc biệt đối với hàng hoá nhập khẩu có xuất xứ từ Vương quốc Campuchia
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế","Thông tư 29/2012/TT-NHNN Quy định về giám sát tiêu hủy tiền không đủ tiêu chuẩn lưu thông, tiền đình chỉ lưu hành và tiêu hủy tiền in hỏng, đúc hỏng, giấy in tiền hỏng, kim loại đúc tiền hỏng."
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 169/2012/TT-BTC Sửa đổi mức thuế suất thuế xuất khẩu đối với mặt hàng than thuộc nhóm 27.01 tại Biểu thuế xuất khẩu
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế","Thông tư 119/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 157/2011/TT-BTC ngày 14/11/2011 của Bộ Tài chính ban hành Biểu thuế xuất khẩu, biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế"
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 37/2012/TT-BTC Hướng dẫn thực hiện mức thuế suất thuế nhập khẩu ưu đãi đối với một số mặt hàng thuộc nhóm 2711 tại Biểu thuế nhập khẩu ưu đãi
"Thông tư 157/2011/TT-BTC Ban hành Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo danh mục mặt hàng chịu thuế",Thông tư 67/2012/TT-BTC Điều chỉnh mức thuế suất thuế nhập khẩu ưu đãi đối với mặt hàng thép không gỉ dạng thanh và que thuộc phân nhóm 7222.30.10 tại Biểu thuế nhập khẩu ưu đãi
Thông tư 152/2011/TT-BTC Hướng dẫn thi hành Nghị định số 67/2011/NĐ-CP ngày 08 tháng 8 năm 2011 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật thuế Bảo vệ môi trường,"Thông tư 59/2015/TT-BTC Sửa đổi, bổ sung khoản 2 Điều 5 Thông tư số 152/2011/TT-BTC ngày 11/11/2011 hướng dẫn thi hành Nghị định số 67/2011/NĐ-CP ngày 08/8/2011 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật thuế bảo vệ môi trường"
"Thông tư 120/2005/TT-BTC Hướng dẫn thực hiện Nghị định số 142/2005/NĐ-CP ngày 14 tháng 11 năm 2005 của Chính phủ về thu tiền thuê đất, thuê mặt nước","Thông tư 94/2011/TT-BTC Sửa đổi, bổ sung Thông tư số 120/2005/TT-BTC ngày 30 tháng 12 năm 2005 của Bộ Tài chính hướng dẫn thực hiện Nghị định số 142/2005/NĐ-CP ngày 14 tháng 11 năm 2005 của Chính phủ về thu tiền thuê đất, thuê mặt nước."
Thông tư 117/2004/TT-BTC Hướng dẫn thực hiện Nghị định số 198/2004/NĐ-CPngày 03 tháng 12 năm 2004 của Chính phủ về thu tiền sử dụng đất,"Thông tư 93/2011/TT-BTC Sửa đổi, bổ sung Thông tư số 117/2004/TT-BTC ngày 07 tháng 12 năm 2004 của Bộ Tài chính hướng dẫn thực hiện Nghị định số 198/2004/NĐ-CP ngày 03 tháng 12 năm 2004 của Chính phủ về thu tiền sử dụng đất"
Thông tư 85/2011/TT-BTC Hướng dẫn quy trình tổ chức phối hợp thu ngân sách nhà nước giữa Kho bạc Nhà nước - Tổng cục Thuế - Tổng cục Hải quan và các ngân hàng thương mại,"Thông tư 119/2014/TT-BTC Sửa đổi, bổ sung một số điều Thông tư số 156/2013/TT-BTC ngày 06/11/2013, Thông tư số 111/2013/TT-BTC ngày 15/8/2013, Thông tư số 219/2013/TT-BTC ngày 31/12/2013, Thông tư số 08/2013/TT-BTC ngày 10/01/2013, Thông tư số 85/2011/TT-BTC ngày 17/6/2011,¬¬ Thông tư số 39/2014/TT-BTC ngày 31/3/2014 và Thông tư số 78/2014/TT-BTC ngày 18/6/2014 của Bộ Tài chính để cải cách, đơn giản các thủ tục hành chính về thuế"
Thông tư 85/2011/TT-BTC Hướng dẫn quy trình tổ chức phối hợp thu ngân sách nhà nước giữa Kho bạc Nhà nước - Tổng cục Thuế - Tổng cục Hải quan và các ngân hàng thương mại,"Thông tư 32/2014/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 85/2011/TT-BTC ngày 17 tháng 6 năm 2011 hướng dẫn quy trình tổ chức phối hợp thu Ngân sách nhà nước giữa Kho bạc Nhà nước, Tổng cục Thuế, Tổng cục Hải quan và các ngân hàng thương mại Căn cứ Luật Ngân sách nhà nước số 01/2002/QH11 ngày 16 tháng 12 năm 2002"
"Thông tư 41/2005/TT-BTC Hướng dẫn một số Điều của Nghị định số 10/2005/NĐ-CP  ngày 31/01/2005 của Chính phủ Quy định về cờ truyền thống, cờ hiệu, biểu tượng, hải quan hiệu, phù hiệu, cấp hiệu, trang phục, giấy chứng minh hải quan","Thông tư 61/2011/TT-BTC Sửa đổi, bổ sung Thông tư số 41/2005/TT-BTC ngày 26/5/2005 của Bộ Tài chính hướng dẫn một số điều của Nghị định số 10/2005/NĐ-CP ngày 31/10/2005 của Chính phủ qui định về cờ truyền thống, cờ hiệu, biểu tượng, hải quan hiệu, phù hiệu, cấp hiệu, trang phục, giấy chứng minh hải quan."
"Thông tư 184/2010/TT-BTC Quy định mức thuế suất của Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo Danh mục mặt hàng chịu thuế",Thông tư 46/2011/TT-BTC Quy định mức thuế suất thuế xuất khẩu mặt hàng dừa quả thuộc mã 0801.19.00.00 trong Biểu thuế xuất khẩu
"Thông tư 175/2009/TT-BTC Về việc sửa đổi, bổ sung Thông tư số 83/2007/TT-BTC ngày 16/7/2007 của Bộ Tài chính hướng dẫn thực hiện Quyết định số 09/2007/QĐ-TTg ngày 19/01/2007 của Thủ tướng Chính phủvề việc sắp xếp lại, xử lý nhà, đất thuộc sở hữu nhà nước","Thông tư 39/2011/TT-BTC Về việc sửa đổi, bổ sung Thông tư số 83/2007/TT-BTC ngày 16/7/2007 của Bộ Tài chính hướng dẫn thực hiện Quyết định số 09/2007/QĐ-TTg ngày 19/01/2007 và Thông tư số 175/2009/TT-BTC ngày 09/9/2009 của Bộ Tài chính hướng dẫn một số nội dung của Quyết định số 140/2008/QĐ-TTg  ngày 21/10/2008 của Thủ tướng Chính phủ về việc sắp xếp lại, xử lý nhà, đất thuộc sở hữu nhà nước"
"Thông tư 83/2007/TT-BTC Hướng dẫn thực hiện Quyết định số 09/2007/QĐ-TTg ngày 19 tháng 01 năm 2007 của Thủ tướng Chính phủ về việc sắp xếp lại, xử lý nhà, đất thuộc sở hữu Nhà nước","Thông tư 39/2011/TT-BTC Về việc sửa đổi, bổ sung Thông tư số 83/2007/TT-BTC ngày 16/7/2007 của Bộ Tài chính hướng dẫn thực hiện Quyết định số 09/2007/QĐ-TTg ngày 19/01/2007 và Thông tư số 175/2009/TT-BTC ngày 09/9/2009 của Bộ Tài chính hướng dẫn một số nội dung của Quyết định số 140/2008/QĐ-TTg  ngày 21/10/2008 của Thủ tướng Chính phủ về việc sắp xếp lại, xử lý nhà, đất thuộc sở hữu nhà nước"
"Thông tư 39/2011/TT-BTC Về việc sửa đổi, bổ sung Thông tư số 83/2007/TT-BTC ngày 16/7/2007 của Bộ Tài chính hướng dẫn thực hiện Quyết định số 09/2007/QĐ-TTg ngày 19/01/2007 và Thông tư số 175/2009/TT-BTC ngày 09/9/2009 của Bộ Tài chính hướng dẫn một số nội dung của Quyết định số 140/2008/QĐ-TTg  ngày 21/10/2008 của Thủ tướng Chính phủ về việc sắp xếp lại, xử lý nhà, đất thuộc sở hữu nhà nước","Thông tư 41/2015/TT-BTC Sửa đổi Điều 9 Thông tư số 39/2011/TT-BTC ngày 22 tháng 3 năm 2011 của Bộ Tài chính về việc sắp xếp lại, xử lý nhà, đất thuộc sở hữu nhà nước"
Thông tư 100/2002/TT-BTC Hướng dẫn việc cấp bổ sung vốn điều lệ cho các Ngân hàng thương mại nhà nước.,"Thông tư 31/2011/TT-BTC Sửa đổi, bổ sung Thông tư số 100/2002/TT-BTC ngày 0411/2002 của Bộ Tài chính hướng dẫn việc cấp bổ sung vốn điều lệ cho các Ngân hàng thương mại Nhà nước"
"Thông tư 184/2010/TT-BTC Quy định mức thuế suất của Biểu thuế xuất khẩu, Biểu thuế nhập khẩu ưu đãi theo Danh mục mặt hàng chịu thuế",Thông tư 29/2011/TT-BTC Điều chỉnh mức thuế suất thuế nhập khẩu ưu đãi đối với mặt hàng đường thuộc nhóm 17.01 tại Biểu thuế nhập khẩu ưu đãi
"Thông tư 15/2011/TT-BTC Hướng dẫn thành lập, tổ chức, hoạt động, quản lý và sử dụng Quỹ phát triển khoa học và công nghệ của doanh nghiệp","Thông tư 105/2012/TT-BTC Sửa đổi, bổ sung Thông tư số 15/2011/TT-BTC ngày 09/02/2011 của Bộ Tài chính hướng dẫn thành lập, tổ chức, hoạt động, quản lý và sử dụng quỹ phát triển khoa học và công nghệ của doanh nghiệp"
"Thông tư 61/2006/TT-BTC Hướng dẫn chính sách thuế đối với hàng nông sản chưa qua chế biến do phía Việt Nam hỗ trợ đầu tư, trồng tại Campuchia nhập khẩu về nước","Thông tư 16/2011/TT-BTC Về việc sửa đổi, bổ sung Thông tư số 61/2006/TT-BTC ngày 29/6/2006 của Bộ Tài chính hướng dẫn chính sách thuế đối với hàng nông sản chưa qua chế biến do phía Việt Nam hỗ trợ đầu tư, trồng tại Campuchia nhập khẩu về nước"
"Thông tư 153/2010/TT-BTC Hướng dẫn thi hành Nghị định số 51/2010/NĐ-CP ngày 14 tháng 5 năm 2010 của Chính phủ quy định về hoá đơn bán hàng hóa, cung ứng dịch vụ","Thông tư 13/2011/TT-BTC Sửa đổi, bổ sung Thông tư số 153/2010/TT-BTC ngày 28/9/2010 hướng dẫn thi hành Nghị định số 51/2010/NĐ-CP ngày 14/5/2010 quy định về hóa đơn bán hàng hóa, cung ứng dịch vụ"
Thông tư 02/2010/TT-BTC Hướng dẫn bổ sung Thông tư số 84/2008/TT-BTC ngày 30/9/2008 của Bộ Tài chính hướng dẫn thi hành một số điều của Luật thuế thu nhập cá nhân và hướng dẫn thi hành Nghị định số 100/2008/NĐ-CP ngày 8/9/208 của Chính phủ quy định chi tiết một số điều của Luật thuế Thu nhập cá nhân,Thông tư 12/2011/TT-BTC Sửa đổi Thông tư số 84/2008/TT-BTC ngày 30/9/2008 của Bộ Tài chính hướng dẫn thi hành một số điều của Luật Thuế thu nhập cá nhân và sửa đổi Thông tư số 02/2010/TT-BTC ngày 11/01/2010 của Bộ Tài chính hướng dẫn bổ sung Thông tư số 84/2008/TT-BTC ngày 30/9/2008 của Bộ Tài chính
Thông tư 84/2008/TT-BTC Hướng dẫn thi hành một số điều của Luật Thuế thu nhập cá nhân và hướng dẫn thi hành Nghị định số 100/2008/NĐ-CP ngày 08/9/2008 của Chính phủ quy định chi tiết một số điều của Luật Thuế thu nhập cá nhân,Thông tư 12/2011/TT-BTC Sửa đổi Thông tư số 84/2008/TT-BTC ngày 30/9/2008 của Bộ Tài chính hướng dẫn thi hành một số điều của Luật Thuế thu nhập cá nhân và sửa đổi Thông tư số 02/2010/TT-BTC ngày 11/01/2010 của Bộ Tài chính hướng dẫn bổ sung Thông tư số 84/2008/TT-BTC ngày 30/9/2008 của Bộ Tài chính
"Thông tư 103/2007/TT-BTC Hướng dẫn thực hiện Quyết định số 59/2007/QĐ-TTg  ngày 07/5/2007 của Thủ tướng Chính phủ ban hành Quy định tiêu chuẩn, định mức và chế độ quản lý, sử dụng phương tiện đi lại trong cơ quan nhà nước, đơn vị sự nghiệp công lập và công ty nhà nước","Thông tư 06/2011/TT-BTC Sửa đổi, bổ sung Thông tư số 103/2007/TT-BTC ngày 29/8/2007 hướng dẫn thực hiện Quyết định số 59/2007/QĐ-TTg  ngày 07/5/2007 của Thủ tướng Chính phủ ban hành Quy định tiêu chuẩn, định mức và chế độ quản lý, sử dụng phương tiện đi lại trong cơ quan nhà nước, đơn vị sự nghiệp công lập và công ty nhà nước"
