source,target
"Thông tư 31/2012/TT-BKHCN Hướng dẫn xác định dự án, tuyển chọn, giao trực tiếp tổ chức, cá nhân, doanh nghiệp thực hiện dự án thuộc Chương trình nghiên cứu, đào tạo và xây dựng hạ tầng kỹ thuật công nghệ cao",Thông tư 05/2015/TT-BKHCN Quy định tổ chức quản lý các Chương trình khoa học và công nghệ cấp quốc gia
"Thông tư 47/2012/TT-BCT Ban hành Quy chuẩn kỹ thuật quốc gia về trang thiết bị, phụ trợ sử dụng trong tồn trữ và phân phối xăng sinh học (xăng E5, E10) tại cửa hàng xăng dầu","Thông tư 48/2014/TT-BCT Ban hành Quy chuẩn kỹ thuật Quốc gia về trang thiết bị, phụ trợ sử dụng trong tồn trữ và phân phối xăng sinh học E10 tại cửa hàng xăng dầu"
"Thông tư 07/2011/TT-BVHTTDL Sửa đổi, thay thế hoặc bãi bỏ các quy định có liên quan đến thủ tục hành chính thuộc phạm vi chức năng quản lý của Bộ Văn hoá, Thể thao và Du lịch","Thông tư 17/2012/TT-BVHTTDL Quy định về triển lãm, thi, liên hoan và sử dụng tác phẩm nhiếp ảnh"
"Thông tư 16/2010/TT-BGTVT Quy định chi tiết về quản lý, khai thác cảng hàng không, sân bay",Thông tư 53/2012/TT-BGTVT Quy định về bảo vệ môi trường trong hoạt động hàng không dân dụng
"Thông tư 43/2011/TT-BGDĐT Sửa đổi, bổ sung một số điều của Thông tư 14/2009/TT-BGDĐT ngày 28 tháng 5 năm 2009 Điều lệ trường cao đẳng và Quyết định 06/2008/QĐ-BGDĐT ngày 13 tháng 02 năm 2008 quy định đào tạo liên thông trình độ cao đẳng, đại học","Thông tư 55/2012/TT-BGDĐT Quy định đào tạo liên thông trình độ cao đẳng, đại học"
Thông tư 28/2009/TT-BGDĐT Ban hành quy định về chế độ làm việc đối với giáo viên phổ thông,Thông tư 54/2012/TT-BGDĐT Quy định về cộng tác viên thanh tra giáo dục
Thông tư 48/2011/TT-BGDĐT Quy định chế độ làm việc đối với giáo viên mầm non,Thông tư 54/2012/TT-BGDĐT Quy định về cộng tác viên thanh tra giáo dục
"Quyết định 10/2006/QĐ-BNV Về việc ban hành Quy chế tổ chức thi tuyển, thi nâng ngạch đối với cán bộ, công chức",Thông tư 12/2012/TT-BNV Quy định về chức danh nghề nghiệp và thay đổi chức danh nghề nghiệp đối với viên chức
"Quyết định 12/2006/QĐ-BNV Về việc ban hành Nội quy kỳ thi tuyển, thi nâng ngạch đối với cán bộ, công chức",Thông tư 12/2012/TT-BNV Quy định về chức danh nghề nghiệp và thay đổi chức danh nghề nghiệp đối với viên chức
137/2010/TT-BTC Quy định việc xác định giá khởi điểm của tài sản Nhà nước bán đấu giá và chế độ tài chính của Hội đồng bán đấu giá tài sản và các văn bản pháp luật khác có liên quan,"Thông tư 215/2012/TT-BTC Hướng dẫn thực hiện một số nội dung về quản lý, xử lý tang vật, phương tiện tịch thu sung quỹ nhà nước do vi phạm hành chính"
Quyết định 03/2005/QĐ-BTC Về việc ban hành và công bố sáu chuẩn mực kiểm toán Việt Nam (đợt 6),Thông tư 214/2012/TT-BTC Ban hành hệ thống chuẩn mực kiểm toán Việt Nam
"Thông tư 08/2010/TT-BKHCN Hướng dẫn về việc khai báo, cấp giấy phép tiến hành công việc bức xạ và cấp chứng chỉ nhân viên bức xạ","Thông tư 24/2012/TT-BKHCN Hướng dẫn lập và phê duyệt kế hoạch ứng phó sự cố bức xạ, sự cố hạt nhân cấp cơ sở và cấp tỉnh"
Thông tư 64/2004/TT-BTC Hướng dẫn thực hiện một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về Kiểm toán độc lập,"Thông tư 202/2012/TT-BTC Hướng dẫn về đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán"
"Thông tư 24/2010/TT-BGTVT Quy định về bến xe, bãi đỗ xe, trạm dừng nghỉ và dịch vụ hỗ trợ vận tải đường bộ",Thông tư 48/2012/TT-BGTVT Quy chuẩn kỹ thuật quốc gia về Trạm dừng nghỉ đường bộ
"Thông tư 23/2011/TT-BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực quản lý chất lượng thủy sản theo Nghị quyết 57/NQ-CP ngày 15/10/2010",Thông tư 61/2012/TT-BNNPTNT Quy định việc giám sát an toàn thực phẩm thủy sản sau thu hoạch
"Thông tư 17/2011/TT- BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực trồng trọt theo Nghị quyết số 57/NQ-CP ngày 15 tháng 12 năm 2010",Thông tư 05/2012/TT-BNG Hướng dẫn thi hành Nghị định số 12/2012/NĐ-CP ngày 01 tháng 3 năm 2012 của Chính phủ về đăng ký và quản lý hoạt động của các tổ chức phi chính phủ nước ngoài tại Việt Nam
"Thông tư 17/2011/TT- BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực trồng trọt theo Nghị quyết số 57/NQ-CP ngày 15 tháng 12 năm 2010","Thông tư 59/2012/TT-BNNPTNT Quy định về quản lý sản xuất rau, quả và chè an toàn"
"Thông tư 99/2006/TT-BNN Hướng dẫn thực hiện một số điều của Quy chế quản lý rừng ban hành kèm theo Quyết định số 186/2006/QĐ-TTg, ngày 14/8/2006 của Thủ tướng Chính phủ",Thông tư 56/2012/TT-BNNPTNT Quy định về cải tạo rừng tự nhiên nghèo kiệt là rừng sản xuất
Thông tư 58/2009/TT-BNNPTNT Hướng dẫn việc trồng cây cao su trên đất lâm nghiệp,Thông tư 56/2012/TT-BNNPTNT Quy định về cải tạo rừng tự nhiên nghèo kiệt là rừng sản xuất
"Thông tư 32/2010/TT-BNNPTNT Quy định về chỉ định và quản lý hoạt động người lấy mẫu, người kiểm định,  phòng kiểm nghiệm, tổ chức chứng nhận chất lượng giống, sản phẩm cây trồng và phân bón",Thông tư 55/2012/TT-BNNPTNT Hướng dẫn thủ tục chỉ định tổ chức chứng nhận hợp quy và công bố hợp quy thuộc phạm vi  quản lý của Bộ Nông nghiệp và Phát triển nông thôn
"Thông tư 17/2011/TT- BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực trồng trọt theo Nghị quyết số 57/NQ-CP ngày 15 tháng 12 năm 2010",Thông tư 55/2012/TT-BNNPTNT Hướng dẫn thủ tục chỉ định tổ chức chứng nhận hợp quy và công bố hợp quy thuộc phạm vi  quản lý của Bộ Nông nghiệp và Phát triển nông thôn
212/2011/TT-BQP,"Thông tư 105/2012/TT-BQP Quy định tiêu chuẩn, định lượng, mức tiền ăn cơ bản bộ binh, quân binh chủng, bệnh nhân điều trị, học viên Lào, Campuchia; ăn thêm các ngày lễ, tết, khi làm nhiệm vụ và mức tiền an, bồi dưỡng hàng năm"
Thông tư 30/2009/TT-BTNMT Quy định về quy trình và định mức kinh tế - kỹ thuật xây dựng cơ sở dữ liệu tài nguyên và môi trường,Thông tư 12/2012/TT-BTNMT Sửa đổi một số quy định của quy trình và định mức kinh tế - kỹ thuật xây dựng cơ sở dữ liệu tài nguyên và môi trường ban hành kèm theo Thông tư số 30/2009/TT-BTNMT ngày 31 tháng 12 năm 2009 của Bộ Tài nguyên và Môi trường
"Thông tư 37/2012/TT-BGDĐT Sửa đổi, bổ sung một số điều của Quyết định số 65/2007/QĐ-BGDĐT ngày 01 tháng 11 năm 2007 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành Quy định về tiêu chuẩn đánh giá chất lượng giáo dục trường đại học; Quyết định số 66/2007/QĐ-BGDĐT ngày 01 tháng 11 năm 2007 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành Quy định về tiêu chuẩn đánh giá chất lượng giáo dục trường cao đẳng; Quyết định số 67/2007/QĐ-BGDĐT ngày 01 tháng 11 năm 2007 của Bộ trưởng Bộ Giáo dục và Đào tạo ban hành Quy định về tiêu chuẩn đánh giá chất lượng giáo dục trường trung cấp chuyên nghiệp",Thông tư 12/2017/TT-BGDĐT Ban hành Quy định về kiểm định chất lượng cơ sở giáo dục đại học
"Thông tư 03/2004/TT-BNV Hướng dẫn thực hiện Nghị định số 114/2003/NĐ-CP ngày 10 tháng 10 năm 2003 của Chính phủ về cán bộ, công chức xã, phường, thị trấn","Thông tư 06/2012/TT-BNV Hướng dẫn về chức trách, tiêu chuẩn cụ thể, nhiệm vụ và tuyển dụng công chức xã, phường, thị trấn"
"Thông tư 97/2006/TT-BTC Hướng dẫn về phí và lệ phí thuộc thẩm quyền quyết định của Hội đồng nhân dân tỉnh, thành phố trực thuộc Trung ương","Thông tư 176/2012/TT-BTC Quy định mức thu, chế độ thu, nộp, quản lý và sử dụng lệ phí đăng ký doanh nghiệp, đăng ký hộ kinh doanh và phí cung cấp thông tin doanh nghiệp"
"Thông tư 16/2011/TT-BNNPTNT Quy định về đánh giá, chỉ định và quản lý  phòng thử nghiệm ngành nông nghiệp và phát triển nông thôn","Thông tư 52/2012/TT-BNNPTNT Sửa đổi, bổ sung một số điều của Thông tư số 16/2011/TT-BNNPTNT  ngày 01 tháng 04 năm 2011 và Thông tư 54/2011/TT-BNNPTNT ngày 03 tháng 8 năm 2011"
"Thông tư 54/2011/TT-BNNPTNT Yêu cầu năng lực phòng thử nghiệm về chất lượng, an toàn thực phẩm Nông lâm thủy sản và muối","Thông tư 52/2012/TT-BNNPTNT Sửa đổi, bổ sung một số điều của Thông tư số 16/2011/TT-BNNPTNT  ngày 01 tháng 04 năm 2011 và Thông tư 54/2011/TT-BNNPTNT ngày 03 tháng 8 năm 2011"
"Thông tư 50/2009/TT-BNNPTNT Ban hành Danh mục sản phẩm, hàng hóa có khả năng gây mất an toàn thuộc trách nhiệm quản lý của Bộ Nông nghiệp và Phát triển nông thôn","Thông tư 50/2012/TT-BNNPTNT Bãi bỏ Quyết định 85/2008/QĐ-BNN ngày 06/8/2008; bãi bỏ một phần Thông tư 50/2010/TT-BNNPTNT ngày 30/8/2010, Thông tư 24/2011/TT-BNNPTNT ngày 06/4/2011"
"Thông tư 24/2011/TT-BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực thủy sản  theo Nghị quyết 57/NQ-CP ngày 15 tháng 12 năm 2010 của Chính phủ","Thông tư 50/2012/TT-BNNPTNT Bãi bỏ Quyết định 85/2008/QĐ-BNN ngày 06/8/2008; bãi bỏ một phần Thông tư 50/2010/TT-BNNPTNT ngày 30/8/2010, Thông tư 24/2011/TT-BNNPTNT ngày 06/4/2011"
"Thông tư 24/2011/TT-BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực thủy sản  theo Nghị quyết 57/NQ-CP ngày 15 tháng 12 năm 2010 của Chính phủ","Thông tư 48/2012/TT-BNNPTNT Quy định về chứng nhận sản phẩm thủy sản, trồng trọt, chăn nuôi được sản xuất, sơ chế phù hợp với Quy trình thực hành sản xuất nông nghiệp tốt"
"Thông tư 17/2011/TT-BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực trồng trọt theo Nghị quyết số 57/NQ-CP ngày 15 tháng 12 năm 2010","Thông tư 48/2012/TT-BNNPTNT Quy định về chứng nhận sản phẩm thủy sản, trồng trọt, chăn nuôi được sản xuất, sơ chế phù hợp với Quy trình thực hành sản xuất nông nghiệp tốt"
"Thông tư 19/2011/TT-BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực chăn nuôi theo Nghị quyết số 57/NQ-CP ngày 15 tháng 12 năm 2010","Thông tư 48/2012/TT-BNNPTNT Quy định về chứng nhận sản phẩm thủy sản, trồng trọt, chăn nuôi được sản xuất, sơ chế phù hợp với Quy trình thực hành sản xuất nông nghiệp tốt"
"Thông tư 25/2011/TT-BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực bảo vệ và phát triển rừng theo Nghị quyết số 57/NQ-CP ngày 15 tháng 12 năm 2010",Thông tư 47/2012/TT-BNNPTNT Quy định về quản lý khai thác từ tự nhiên và nuôi động vật rừng thông thường
Thông tư 23/2009/TT-BCT Quy định chi tiết một số điều của Nghị định số 39/2009/NĐ-CP ngày 23 tháng 4 năm 2009 của Chính phủ về vật liệu nổ công nghiệp,"Thông tư 26/2012/TT-BCT Sửa đổi, bổ sung một số điều Thông tư số 23/2009/TT-BCT ngày 11 tháng 8 năm 2009 của Bộ trưởng Bộ Công thương quy định chi tiết một số điều của Nghị định số 39/2009/NĐ-CP ngày 23 tháng 4 năm 2009 của Chính phủ về vật liệu nổ công nghiệp"
Quyết định 15/2008/QĐ-BTC Ban hành Quy chế hành nghề chứng khoán,Thông tư 32/2012/TT-BGDĐT Ban hành danh mục thiết bị và đồ chơi ngoài trời cho Giáo dục mầm non
Thông tư 226/2010/TT-BTC Quy định chỉ tiêu an toàn tài chính và biện pháp xử lý đối với các tổ chức kinh doanh chứng khoán không đáp ứng chỉ tiêu an toàn tài chính,Thông tư 150/2012/TT-BTC Hướng dẫn cập nhật kiến thức hàng năm cho kiểm toán viên đăng ký hành nghề kiểm toán
Quyết định 15/2008/QĐ-BTC Ban hành Quy chế hành nghề chứng khoán,"Thông tư 147/2012/TT-BTC Sửa đổi, bổ sung một sổ điều của ""Quy chế hành nghề chứng khoán"" được ban hành kèm theo Quyết định số 15/2008/QĐ-BTC ngày 27 tháng 3 năm 2098 của Bộ trưởng Bộ Tài chính"
"Thông tư 28/2011/TT-BGTVT  Sửa đổi, bổ sung một số điều của "" Quy định về việc cấp giấy phép xây dựng, thực hiện hoạt động trong phạm vi đất dành cho đường sắt"" ban hành kèm theo Quyết định số 60/2005/QĐ-BGTVT ngày 30 tháng 11 năm 2005, ""Điều lệ đường ngang"" ban hành kèm theo Quyết định số 15/2006/QĐ-BGTVT ngày 30 tháng 3 năm 2006, ""Quy định về công bố đóng, mở ga đường sắt"" ban hành kèm theo quyết định số 53/2007/QĐ-BGTVT ngày 06 tháng 11 năm 2007 của Bộ trưởng Bộ Giao thông vận tải",Thông tư 33/2012/TT-BGTVT Quy định về đường ngang
"Thông tư 37/2011/TT-BGTVT Sửa đổi, bổ sung Quy định về việc cải tạo phương tiện giao thông cơ giới đường bộ kèm theo Quyết định 15/2005/QĐ-BGTVT, Quy định điều kiện thành lập và hoạt động của Trung tâm Đăng kiểm xe cơ giới kèm theo Quyết định 45/2005/QĐ-BGTVT, Thông tư 10/2009/TT-BGTVT quy định về kiểm tra an toàn kỹ thuật và bảo vệ môi trường phương tiện giao thông cơ giới đường bộ và Thông tư 22/2009/TT-BGTVT quy định về thủ tục kiểm định an toàn kỹ thuật và bảo vệ môi trường phương tiện giao thông cơ giới đường bộ",Thông tư 29/2012/TT-BGTVT Quy định về cải tạo phương tiện giao thông cơ giới đường bộ
"Thông tư 86/2009/TT-BTC Sửa đổi, bổ sung một số điểm của Thông tư số 155/2007/TT-BTC ngày 20/12/2007 của Bộ Tài chính hướng dẫn thi hành Nghị định số 45/2007/NĐ-CP ngày 27 tháng 3 năm 2007 của Chính phủ quy định chi tiết thi hành một số điều của Luật kinh doanh bảo hiểm và Thông tư 156/2007/TT-BTC ngày 20/12/2007 hướng dẫn thực hiện Nghị định số 46/2007/NĐ-CP ngày 27 tháng 3 năm 2007 của Chính phủ quy định chế độ tài chính đối với doanh nghiệp bảo hiểm và doanh nghiệp môi giới bảo hiểm","Thông tư 125/2012/TT-BTC Hướng dẫn chế độ tài chính đối với doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm, doanh nghiệp môi giới bảo hiểm và chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài"
"Thông tư 125/2012/TT-BTC Hướng dẫn chế độ tài chính đối với doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm, doanh nghiệp môi giới bảo hiểm và chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài","Thông tư 194/2014/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 124/2012/TT-BTC ngày 30/7/2012 của Bộ Tài chính hướng dẫn thi hành một số điều của Nghị định số 45/2007/NĐ-CP ngày 27/3/2007 của Chính phủ quy định chi tiết thi hành một số điều của Luật Kinh doanh bảo hiểm và Nghị định số 123/2011/NĐ-CP ngày 28/12/2011 của Chính phủ quy định chi tiết thi hành một số điều của Luật sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm và Thông tư số 125/2012/TT-BTC ngày 30/7/2012 của Bộ Tài chính hướng dẫn chế độ tài chính đối với doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm, doanh nghiệp môi giới bảo hiểm và chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài"
"Thông tư 86/2009/TT-BTC Sửa đổi, bổ sung một số điểm của Thông tư số 155/2007/TT-BTC ngày 20/12/2007 của Bộ Tài chính hướng dẫn thi hành Nghị định số 45/2007/NĐ-CP ngày 27 tháng 3 năm 2007 của Chính phủ quy định chi tiết thi hành một số điều của Luật kinh doanh bảo hiểm và Thông tư 156/2007/TT-BTC ngày 20/12/2007 hướng dẫn thực hiện Nghị định số 46/2007/NĐ-CP ngày 27 tháng 3 năm 2007 của Chính phủ quy định chế độ tài chính đối với doanh nghiệp bảo hiểm và doanh nghiệp môi giới bảo hiểm","Thông tư 124/2012/TT-BTC Hướng dẫn thi hành một số điều của Nghị định số 45/2007/NĐ-CP ngày 27 tháng 3 năm 2007 của Chính phủ quy định chi tiết thi hành môt số điều của Luật Kinh doanh bảo hiểm và Nghị định số 123/2011/NĐ-CP ngày 28 tháng 12 năm 2011 của Chính phủ quy định chi tiết thi hành một số điều của Luật sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm"
"Thông tư 124/2012/TT-BTC Hướng dẫn thi hành một số điều của Nghị định số 45/2007/NĐ-CP ngày 27 tháng 3 năm 2007 của Chính phủ quy định chi tiết thi hành môt số điều của Luật Kinh doanh bảo hiểm và Nghị định số 123/2011/NĐ-CP ngày 28 tháng 12 năm 2011 của Chính phủ quy định chi tiết thi hành một số điều của Luật sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm","Thông tư 194/2014/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 124/2012/TT-BTC ngày 30/7/2012 của Bộ Tài chính hướng dẫn thi hành một số điều của Nghị định số 45/2007/NĐ-CP ngày 27/3/2007 của Chính phủ quy định chi tiết thi hành một số điều của Luật Kinh doanh bảo hiểm và Nghị định số 123/2011/NĐ-CP ngày 28/12/2011 của Chính phủ quy định chi tiết thi hành một số điều của Luật sửa đổi, bổ sung một số điều của Luật Kinh doanh bảo hiểm và Thông tư số 125/2012/TT-BTC ngày 30/7/2012 của Bộ Tài chính hướng dẫn chế độ tài chính đối với doanh nghiệp bảo hiểm, doanh nghiệp tái bảo hiểm, doanh nghiệp môi giới bảo hiểm và chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài"
Thông tư 24/2011/TT-BGTVT Sửa đổi Thông tư 258/1998/TT-BGTVT hướng dẫn thực hiện Nghị định thư của Bộ Giao thông vận tải Việt Nam và Bộ Giao thông Trung Quốc thực hiện Hiệp định vận tải đường bộ giữa Chính phủ nước nước Cộng hòa xã hội chủ nghĩa Việt Nam và Chính phủ nước Cộng hòa Nhân dân Trung Hoa;; Thông tư 10/2006/TT-BGTVT hướng dẫn thi hành Hiệp định và Nghị định thư thực hiện Hiệp định vận tải đường bộ giữa Chính phủ nước Cộng hòa xã hội chủ nghĩa Việt Nam và Chính phủ Hoàng Gia Campuchia,"Thông tư 23/2012/TT-BGTVT Hướng dẫn thực hiện Hiệp định, Nghị định thư về vận tải đường bộ giữa Chính phủ nước Cộng hòa xã hội chủ nghĩa Việt Nam và Chính phủ nước Cộng hòa nhân dân Trung Hoa"
"Thông tư 32/2010/TT-BGTVT Quy định về soạn thảo, thẩm định, ban hành, rà soát, hệ thống hóa văn bản quy phạm pháp luật về giao thông vận tải","Thông tư 21/2012/TT-BGTVT Sửa đổi, bổ sung một số điều của Thông tư số 32/2010/TT-BGTVT ngày 11/10/2010 của Bộ trưởng Bộ Giao thông vận tải quy định về soạn thảo, thẩm định, ban hành, rà soát, hệ thống hoá văn bản quy phạm pháp luật về giao thông vận tải"
"Thông tư 142/2009/TT-BTC Sửa đổi, bổ sung Thông tư số 23/2007/TT-BTC ngày 21/3/2007 của Bộ Tài chính quy định chế độ công tác phí, chế độ chi tổ chức các cuộc hội nghị đối với cơ quan nhà nước và đơn vị sự nghiệp công lập và sửa đổi, bổ sung Thông tư số 91/2005/TT-BTC ngày 18/10/2005 của Bộ Tài chính quy định chế độ công tác phí cho cán bộ, công chức nhà nước đi công tác ngắn hạn ở nước ngoài do ngân sách nhà nước bảo đảm kinh phí","Thông tư 102/2012/TT-BTC Quy định chế độ công tác phí cho cán bộ, công chức Nhà nước đi công tác ngắn hạn ở nước ngoài do ngân sách Nhà nước bảo đảm kinh phí"
"Thông tư 21/2012/TT-NHNN Quy định về hoạt động cho, đi vay; mua, bán có kỳ hạn giấy tờ có giá giữa tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Thông tư 01/2013/TT-NHNN Sửa đổi, bổ sung một số điều tại Thông tư số 21/2012/TT-NHNN ngày 18/6/2012 của Thống đốc Ngân hàng Nhà nước quy định về hoạt động cho vay, đi vay; mua, bán có kỳ hạn giấy tờ có giá giữa các tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
Thông tư 81/2009/TT-BNNPTNT Ban hành Quy chuẩn kỹ thuật quốc gia lĩnh vực Thức ăn chăn nuôi,"Thông tư 23/2012/TT-BNNPTNT Sửa đổi, bổ sung một số quy định của các quy chuẩn kỹ thuật quốc gia lĩnh vực thức ăn chăn nuôi ban hành kèm theo Thông tư số 81/2009/TT-BNNPTNT ngày 25/12/2009 của Bộ Nông nghiệp và Phát triển nông thôn"
"Thông tư 31/2011/TT-BYT Ban hành và hướng dẫn thực hiện Danh mục thuốc chủ yếu sử dụng tại các cơ sở khám bệnh, chữa bệnh được quỹ bảo hiểm y tế thanh toán","Thông tư 10/2012/TT-BYT Sửa đổi, bổ sung một số điều của Thông tư số 31/2011/TT-BYT ngày 11/7/2011 ban hành và hướng dẫn thực hiện danh mục thuốc chủ yếu sử dụng tại các cơ sở khám bệnh, chữa bệnh được quỹ bảo hiểm y tế thanh toán"
Thông tư 09/2006/TT-BGTVT Hướng dẫn thực hiện việc điều chỉnh báo hiệu đường bộ trên các tuyến đường tham gia Hiệp định tạo thuận lợi vận tải người và hàng hóa qua lại biên giới giữa các nước tiểu vùng Mê Công mở rộng (Hiệp định GMS),Thông tư 17/2012/TT-BGTVT Ban hành “Quy chuẩn kỹ thuật quốc gia về báo hiệu đường bộ”
"Thông tư 175/2010/TT-BTC Sửa đổi, bổ sung Thông tư số 84/2008/TT-BTC ngày 30/9/2008 của Bộ Tài chính hướng dẫn thi hành một số điều của Luật Thuế TNCN và hướng dẫn thi hành Nghị định số 100/2008/NĐ-CP ngày 08/9/2008 của Chính phủ quy định chi tiết một số điều của Luật Thuế TNCN",Thông tư 80/2012/TT-BTC Hướng dẫn Luật Quản lý thuế về đăng ký thuế
07/2007/TT-BTNMT Hưỡng dẫn phân loại và quyết định danh mục cơ sở gây ô nhiễm môi trường cần phải sử lý,"Thông tư 04/2012/TT-BTNMT Quy định tiêu chí xác định cơ sở gây ô nhiễm môi trường, gây ô nhiễm môi trường nghiêm trọng"
"Thông tư 17/2011/TT- BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực trồng trọt theo Nghị quyết số 57/NQ-CP ngày 15 tháng 12 năm 2010","Thông tư 18/2012/TT-BNNPTNT Quy định về quản lý sản xuất, kinh doanh giống cây công nghiệp và cây ăn quả lâu năm"
"Thông tư 18/2011/TT-BNNPTNT Sửa đổi, bổ sung, bãi bỏ một số quy định về thủ tục hành chính trong lĩnh vực bảo vệ và kiểm dịch thực vật theo Nghị quyết số 57/NQ-CP ngày 15 tháng 12 năm 2010",Thông tư 14/2012/TT-BNNPTNT Hướng dẫn hồ sơ nghiệp vụ kiểm dịch thực vật
Thông tư 88/2007/TT-BNN Hướng dẫn thực hiện công tác kiểm dịch thực vật nội địa,Thông tư 14/2012/TT-BNNPTNT Hướng dẫn hồ sơ nghiệp vụ kiểm dịch thực vật
Thông tư 20/2011/TT-BGTVT Quy định về vận tải hành khách đường thủy nội địa,Thông tư 08/2012/TT-BGTVT Hướng dẫn thực hiện một số điều của Hiệp định giữa Chính phủ nước Cộng hòa xã hội chủ nghĩa Việt Nam và Chính phủ Hoàng gia Campuchia về vận tải thủy
"Thông tư 02/2012/TT-NHNN Về hướng dẫn giao dịch hối đoái giữa Ngân hàng Nhà nước Việt Nam và các tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Thông tư 27/2013/TT-NHNN Sửa đổi, bổ sung một số điều của Thông tư số 02/2012/TT-NHNN ngày 27/02/2012 về hướng dẫn giao dịch hối đoái giữa Ngân hàng Nhà nước Việt Nam và các tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
"Thông tư 28/2012/TT-BTC Quy định về quản lý vốn đầu tư thuộc nguồn vốn ngân sách xã, phường, thị trấn.","Thông tư 52/2018/TT-BTC Sửa đổi, bổ sung một số điều của Thông tư số 08/2016/TT-BTC ngày 18/01/2016 của Bộ Tài chính Quy định về quản lý, thanh toán vốn đầu tư sử dụng nguồn vốn ngân sách nhà nước, Thông tư số 108/2016/TT-BTC ngày 30/6/2016 của Bộ Tài chính sửa đổi, bổ sung một số điều của Thông tư số 08/2016/TT-BTC ngày 18/01/2016 của Bộ Tài chính"
"Thông tư 26/2011/TT-NHNN Sửa đổi, bổ sung một số điều của Quy chế dự trữ bắt buộc đối với các tổ chức tín dụng ban hành kèm theo Quyết định số 581/2003/QĐ-NHNN ngày 09 tháng 6 năm 2003 của Thống đốc Ngân hàng Nhà nước","Thông tư 01/2012/TT-NHNN Quy định về chiết khấu giấy tờ có giá của Ngân hàng Nhà nước Việt Nam đối với tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
Thông tư 47/2009/TT-BNNPTNT Ban hành Quy chuẩn kỹ thuật quốc gia về điều kiện an toàn vệ sinh thực phẩm trong sản xuất thuỷ sản,"Thông tư 02/2012/TT-BNNPTNT Ban hành Quy chuẩn kỹ thuật quốc gia về điều kiện bảo đảm an toàn thực phẩm đối với cơ sở sản xuất nước mắm, sản phẩm thủy sản dạng mắm và thủy sản khô dùng làm thực phẩm"
Thông tư 18/2010/TT-BCT Quy định vận hành thị trường phát điện cạnh tranh,"Thông tư 45/2011/TT-BCT Sửa đổi, bổ sung một số điều của Thông tư số 18/2010/TT-BCT ngày 10 tháng 5 năm 2010 của Bộ Công Thương quy định vận hành thị trường phát điện cạnh tranh"
"Thông tư 02/2006/TT-BTS Hướng dẫn thực hiện Nghị định của Chính phủ số 59/2005/NĐ-CP ngày 04 tháng 5 năm 2005 về điều kiện sản xuất, kinh doanh một số ngành nghề thuỷ sản",Thông tư 89/2011/TT-BNNPTNT Ban hành Danh mục khu vực cấm khai thác thủy sản có thời hạn trong năm
"Thông tư 62/2008/TT-BNN Sửa đổi, bổ sung một số nội dung của Thông tư số 02/2006/TT-BTS ngày 20 tháng 3 năm 2006 của Bộ Thủy sản hướng dẫn thi hành Nghị định số 59/2005/NĐ - CP ngày 4 tháng 5 năm 2005 của Chính phủ về điều kiện sản xuất, kinh doanh một số ngành nghề thủy sản",Thông tư 89/2011/TT-BNNPTNT Ban hành Danh mục khu vực cấm khai thác thủy sản có thời hạn trong năm
